source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,agg_level_desc,state_name,state_alpha,year,week_ending,Value,CV (%)
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-09-05,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-23,2,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-30,18,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-06,26,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-13,54,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-20,74,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-27,91,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-07-04,95,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-07-11,97,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-07-18,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-04-04,6,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-04-11,20,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-04-18,41,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-04-25,58,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-02,74,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-09,89,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-16,96,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-23,98,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-05-30,99,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-06,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-13,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-20,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2021,2021-06-27,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-03,1,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-10,1,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-17,3,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-24,10,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-01,20,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-08,35,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-15,40,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-22,57,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-29,78,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-05,88,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-12,93,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-19,95,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-26,97,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-17,9,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-24,27,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-31,48,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-08-07,67,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-08-14,82,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-08-21,88,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-08-28,92,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-09-04,95,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-09-11,99,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-05,4,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-12,16,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-19,35,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-26,57,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-03,75,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-10,88,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-17,93,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-24,96,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-07-31,99,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-03,9,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-10,16,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-17,27,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-04-24,37,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-01,48,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-08,63,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-15,74,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-22,88,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-05-29,93,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-05,95,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-12,97,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-19,99,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT PLANTED,"OATS - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,STATE,SOUTH DAKOTA,SD,2022,2022-06-26,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-04-02,0,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-04-09,0,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-04-16,0,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-04-23,0,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-04-30,2,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-05-07,13,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-05-14,41,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-05-21,71,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-05-28,86,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-04,95,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-11,99,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT EMERGED,"OATS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-18,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-07-09,1,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-07-16,10,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-07-23,22,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-07-30,47,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-08-06,68,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-08-13,79,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-08-20,87,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-08-27,93,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-09-03,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HARVESTED,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-09-10,100,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-05-28,0,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-04,11,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-11,40,
SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PROGRESS,PCT HEADED,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,STATE,SOUTH DAKOTA,SD,2023,2023-06-18,65,
